model,run_name,optimizer,lr,epochs,trainable_layers,dropout,val_accuracy,val_loss,test_accuracy,test_loss,test_precision,test_recall,test_f1,stopped_epoch
InceptionV3,InceptionV3-lr0.0001-ep60-optsgd-layers30-drop0.3,sgd,0.0001,60,30,0.3,0.7496932744979858,0.6626599431037903,0.7754601240158081,0.6093916893005371,0.7102846028488665,0.6956858073879351,0.7013282049564166,33
InceptionV3,InceptionV3-lr1e-05-ep60-optsgd-layers30-drop0.3,sgd,1e-05,60,30,0.3,0.7325153350830078,0.6995312571525574,0.7116564512252808,0.7058786749839783,0.6108353798978798,0.603457728692397,0.606893916662443,60
InceptionV3,InceptionV3-lr0.0001-ep60-optsgd-layers10-drop0.5,sgd,0.0001,60,10,0.5,0.7226994037628174,0.6747081279754639,0.7116564512252808,0.6587637662887573,0.6233062394527751,0.5682312027743818,0.5845161442483089,58
InceptionV3,InceptionV3-lr0.0001-ep60-optsgd-layers10-drop0.3,sgd,0.0001,60,10,0.3,0.7202454209327698,0.6968979835510254,0.7190183997154236,0.6745127439498901,0.6488990875279117,0.5891634974864011,0.6135055970043756,49
InceptionV3,InceptionV3-lr1e-05-ep60-optadam-layers10-drop0.5,adam,1e-05,60,10,0.5,0.716564416885376,0.7156106233596802,0.7214723825454712,0.7272709608078003,0.6278610323783259,0.6087134537541296,0.6157271569229176,60
InceptionV3,InceptionV3-lr1e-05-ep60-optadam-layers10-drop0.3,adam,1e-05,60,10,0.3,0.7104294300079346,0.7172170877456665,0.7361963391304016,0.6682105660438538,0.6604627050241052,0.6354033275184714,0.6465026289504467,54
InceptionV3,InceptionV3-lr1e-05-ep60-optsgd-layers30-drop0.5,sgd,1e-05,60,30,0.5,0.707975447177887,0.6830376386642456,0.733742356300354,0.6742655038833618,0.6674998558882266,0.5898933754065169,0.6164531618129092,60
InceptionV3,InceptionV3-lr1e-05-ep60-optsgd-layers20-drop0.3,sgd,1e-05,60,20,0.3,0.7018405199050903,0.7108349204063416,0.6920245289802551,0.7576594948768616,0.5917667022233732,0.5802964371487526,0.5855376376549293,60
InceptionV3,InceptionV3-lr1e-05-ep60-optsgd-layers10-drop0.3,sgd,1e-05,60,10,0.3,0.6883435845375061,0.81045001745224,0.6625766754150391,0.8121261596679688,0.5522366850655653,0.5294559600723555,0.5365744307481596,60
InceptionV3,InceptionV3-lr1e-05-ep60-optsgd-layers20-drop0.5,sgd,1e-05,60,20,0.5,0.6760736107826233,0.7769331932067871,0.6809815764427185,0.7745583057403564,0.5855840917188933,0.6165884841573203,0.5969595959595959,60
InceptionV3,InceptionV3-lr1e-05-ep60-optsgd-layers10-drop0.5,sgd,1e-05,60,10,0.5,0.6466257572174072,0.8319534659385681,0.6527607440948486,0.8291500806808472,0.5412081602307977,0.4828466608034819,0.5013705716417672,60
